"","prim_state","area_name","tot_emp","emp_prse","jobs_1000","loc_quotient","mor","high_emp","low_emp"
"246","MN","Duluth, MN-WI",110,21,"0.916","0.89",23.1963536623348,135.515989028568,84.4840109714318
"247","IA","Ames, IA",40,10.3,"0.902","0.88",28.6468956915596,51.4587582766238,28.5412417233762
"248","TX","Victoria, TX",50,5.2,"0.897","0.87",27.3438246553957,63.6719123276978,36.3280876723022
"249","TX","Lubbock, TX",120,4,"0.896","0.87",22.7790656219517,147.334878746342,92.665121253658
"250","TX","Midland, TX",70,3.9,"0.896","0.87",25.4901630323883,87.8431141226718,52.1568858773282
"251","MT","Great Falls, MT",30,17.5,"0.896","0.87",30.4188994290712,39.1256698287213,20.8743301712787
"252","MO","Joplin, MO",70,14.1,"0.895","0.87",25.4901630323883,87.8431141226718,52.1568858773282
"253","FL","Panama City-Lynn Haven-Panama City Beach, FL",60,2.5,"0.893","0.87",26.3232616945993,75.7939570167596,44.2060429832404
"254","PA","Harrisburg-Carlisle, PA",270,13.2,"0.891","0.87",19.2335820723356,321.930671595306,218.069328404694
"255","AK","Anchorage, AK",160,1.8,"0.888","0.86",21.4521080338496,194.323372854159,125.676627145841
"256","CA","Sacramento--Arden-Arcade--Roseville, CA",740,20.6,"0.884","0.86",15.5850398743164,855.329295069942,624.670704930058
"257","MI","Holland-Grand Haven, MI",90,15.5,"0.883","0.86",24.188104487933,111.76929403914,68.2307059608603
"258","OH","Akron, OH",280,10.8,"0.88","0.85",19.0882019838661,333.446965554825,226.553034445175
"259","TN","Chattanooga, TN-GA",200,11.4,"0.873","0.85",20.4763087380186,240.952617476037,159.047382523963
"260","OR","Medford, OR",70,38.2,"0.872","0.85",25.4901630323883,87.8431141226718,52.1568858773282
"261","LA","Shreveport-Bossier City, LA",150,1.1,"0.871","0.85",21.7429065573732,182.61435983606,117.38564016394
"262","NH","Portsmouth, NH-ME",50,20.9,"0.871","0.85",27.3438246553957,63.6719123276978,36.3280876723022
"263","OH","Sandusky, OH",30,13.3,"0.871","0.85",30.4188994290712,39.1256698287213,20.8743301712787
"264","AL","Decatur, AL",50,17.2,"0.868","0.84",27.3438246553957,63.6719123276978,36.3280876723022
"265","WV","Wheeling, WV-OH",50,26.8,"0.861","0.84",27.3438246553957,63.6719123276978,36.3280876723022
"266","MN","Rochester, MN",90,38.5,"0.86","0.84",24.188104487933,111.76929403914,68.2307059608603
"267","GA","Savannah, GA",130,12.1,"0.858","0.83",22.4018300493867,159.122379064203,100.877620935797
"268","GA","Brunswick, GA",30,9.4,"0.849","0.82",30.4188994290712,39.1256698287213,20.8743301712787
"269","FL","Sebastian-Vero Beach, FL",40,2.5,"0.848","0.82",28.6468956915596,51.4587582766238,28.5412417233762
"270","TN","Knoxville, TN",270,7,"0.846","0.82",19.2335820723356,321.930671595306,218.069328404694
"271","AL","Huntsville, AL",180,10.8,"0.843","0.82",20.9313885867834,217.67649945621,142.32350054379
"272","PA","Lebanon, PA",40,29.5,"0.84","0.82",28.6468956915596,51.4587582766238,28.5412417233762
"273","AL","Dothan, AL",50,8.9,"0.839","0.82",27.3438246553957,63.6719123276978,36.3280876723022
"274","SC","Spartanburg, SC",100,6.5,"0.838","0.81",23.6622187404758,123.662218740476,76.3377812595242
"275","LA","Houma-Bayou Cane-Thibodaux, LA",80,2.2,"0.837","0.81",24.7898427024005,99.8318741619204,60.1681258380796
"276","MI","Muskegon-Norton Shores, MI",50,19.1,"0.832","0.81",27.3438246553957,63.6719123276978,36.3280876723022
"277","FL","Jacksonville, FL",490,10,"0.827","0.8",16.9847855698816,573.22544929242,406.77455070758
"278","MA","Taunton-Norton-Raynham, MA NECTA Division",40,3.7,"0.827","0.8",28.6468956915596,51.4587582766238,28.5412417233762
"279","CO","Denver-Aurora-Broomfield, CO",1050,2.4,"0.822","0.8",14.4878871537118,1202.12281511397,897.877184886026
"280","GA","Macon, GA",80,15.8,"0.822","0.8",24.7898427024005,99.8318741619204,60.1681258380796
"281","OH","Mansfield, OH",40,17.7,"0.816","0.79",28.6468956915596,51.4587582766238,28.5412417233762
"282","WA","Bremerton-Silverdale, WA",60,4.9,"0.812","0.79",26.3232616945993,75.7939570167596,44.2060429832404
"283","OH","Youngstown-Warren-Boardman, OH-PA",180,13,"0.811","0.79",20.9313885867834,217.67649945621,142.32350054379
"284","MN","Minneapolis-St. Paul-Bloomington, MN-WI",1450,4.8,"0.81","0.79",13.5443951243531,1646.39372930312,1253.60627069688
"285","TX","Houston-Sugar Land-Baytown, TX",2230,2.4,"0.808","0.78",12.3810943980778,2506.09840507714,1953.90159492286
"286","LA","New Orleans-Metairie-Kenner, LA",420,3.7,"0.805","0.78",17.5399017579668,493.667587383461,346.332412616539
"287","OK","Tulsa, OK",340,4.8,"0.805","0.78",18.3304523063331,402.323537841533,277.676462158467
"288","KY","Louisville-Jefferson County, KY-IN",490,3.7,"0.803","0.78",16.9847855698816,573.22544929242,406.77455070758
"289","WI","Green Bay, WI",130,16.5,"0.803","0.78",22.4018300493867,159.122379064203,100.877620935797
"290","LA","Lafayette, LA",120,3.1,"0.801","0.78",22.7790656219517,147.334878746342,92.665121253658
"291","TX","Longview, TX",80,11.2,"0.801","0.78",24.7898427024005,99.8318741619204,60.1681258380796
"292","FL","Tampa-St. Petersburg-Clearwater, FL",920,5.4,"0.798","0.77",14.8929491282103,1057.01513197953,782.984868020465
"293","MI","Lansing-East Lansing, MI",160,12.4,"0.797","0.77",21.4521080338496,194.323372854159,125.676627145841
"294","TX","Tyler, TX",70,8.2,"0.797","0.77",25.4901630323883,87.8431141226718,52.1568858773282
"295","NJ","Atlantic City-Hammonton, NJ",110,7.8,"0.795","0.77",23.1963536623348,135.515989028568,84.4840109714318
"296","AZ","Tucson, AZ",280,5.4,"0.792","0.77",19.0882019838661,333.446965554825,226.553034445175
"297","IA","Dubuque, IA",50,9.4,"0.791","0.77",27.3438246553957,63.6719123276978,36.3280876723022
"298","NE","Lincoln, NE",130,2,"0.786","0.76",22.4018300493867,159.122379064203,100.877620935797
"299","TX","Dallas-Plano-Irving, TX Metropolitan Division",1680,4.6,"0.784","0.76",13.1346820774676,1900.66265890146,1459.33734109854
"300","FL","North Port-Bradenton-Sarasota, FL",190,4.2,"0.784","0.76",20.696608593747,229.323556328119,150.676443671881
"301","FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",570,5.8,"0.781","0.76",16.4572598156846,663.806380949402,476.193619050598
"302","IN","Michigan City-La Porte, IN",30,32.7,"0.779","0.76",30.4188994290712,39.1256698287213,20.8743301712787
"303","WI","Milwaukee-Waukesha-West Allis, WI",630,4.6,"0.777","0.75",16.1171887189354,731.538288929293,528.461711070707
"304","WV","Huntington-Ashland, WV-KY-OH",80,10,"0.777","0.75",24.7898427024005,99.8318741619204,60.1681258380796
"305","WV","Charleston, WV",110,13.3,"0.774","0.75",23.1963536623348,135.515989028568,84.4840109714318
"306","MI","Kalamazoo-Portage, MI",100,19,"0.764","0.74",23.6622187404758,123.662218740476,76.3377812595242
"307","CA","Salinas, CA",120,31.1,"0.76","0.74",22.7790656219517,147.334878746342,92.665121253658
"308","TX","Corpus Christi, TX",140,10.2,"0.755","0.73",22.0581363801184,170.881390932166,109.118609067834
"309","CA","Oakland-Fremont-Hayward, CA Metropolitan Division",760,16.3,"0.754","0.73",15.4985687897127,877.789122801816,642.210877198184
"310","IA","Des Moines-West Des Moines, IA",250,13.8,"0.75","0.73",19.5448959548902,298.862239887226,201.137760112774
"311","NC","Wilmington, NC",100,5.9,"0.749","0.73",23.6622187404758,123.662218740476,76.3377812595242
"312","PA","Williamsport, PA",40,14.5,"0.749","0.73",28.6468956915596,51.4587582766238,28.5412417233762
"313","CA","San Jose-Sunnyvale-Santa Clara, CA",700,12.5,"0.748","0.73",15.7667768112725,810.367437678908,589.632562321092
"314","GA","Columbus, GA-AL",80,14.1,"0.741","0.72",24.7898427024005,99.8318741619204,60.1681258380796
"315","SD","Sioux Falls, SD",100,2.7,"0.739","0.72",23.6622187404758,123.662218740476,76.3377812595242
"316","NJ","Vineland-Millville-Bridgeton, NJ",40,5,"0.739","0.72",28.6468956915596,51.4587582766238,28.5412417233762
"317","FL","Port St. Lucie, FL",90,6.1,"0.737","0.72",24.188104487933,111.76929403914,68.2307059608603
"318","WA","Bellingham, WA",60,16.2,"0.737","0.72",26.3232616945993,75.7939570167596,44.2060429832404
"319","AL","Birmingham-Hoover, AL",360,10.6,"0.736","0.72",18.1131608882167,425.20737919758,294.79262080242
"320","MI","Battle Creek, MI",40,9.3,"0.736","0.72",28.6468956915596,51.4587582766238,28.5412417233762
"321","IL","Rockford, IL",110,14.1,"0.735","0.71",23.1963536623348,135.515989028568,84.4840109714318
"322","IN","Fort Wayne, IN",150,4.9,"0.733","0.71",21.7429065573732,182.61435983606,117.38564016394
"323","FL","Naples-Marco Island, FL",90,1.6,"0.722","0.7",24.188104487933,111.76929403914,68.2307059608603
"324","MI","Saginaw-Saginaw Township North, MI",60,16.3,"0.716","0.7",26.3232616945993,75.7939570167596,44.2060429832404
"325","PA","Erie, PA",90,18.6,"0.712","0.69",24.188104487933,111.76929403914,68.2307059608603
"326","GA","Dalton, GA",40,15.2,"0.712","0.69",28.6468956915596,51.4587582766238,28.5412417233762
"327","NM","Farmington, NM",40,4.2,"0.703","0.68",28.6468956915596,51.4587582766238,28.5412417233762
"328","GA","Valdosta, GA",30,10.3,"0.691","0.67",30.4188994290712,39.1256698287213,20.8743301712787
"329","NV","Reno-Sparks, NV",130,0.3,"0.69","0.67",22.4018300493867,159.122379064203,100.877620935797
"330","WI","Wausau, WI",40,21.5,"0.686","0.67",28.6468956915596,51.4587582766238,28.5412417233762
"331","TX","Texarkana-Texarkana, TX-AR",40,9.2,"0.679","0.66",28.6468956915596,51.4587582766238,28.5412417233762
"332","AL","Florence-Muscle Shoals, AL",30,28.3,"0.669","0.65",30.4188994290712,39.1256698287213,20.8743301712787
"333","CO","Grand Junction, CO",40,7.3,"0.668","0.65",28.6468956915596,51.4587582766238,28.5412417233762
"334","FL","Miami-Miami Beach-Kendall, FL Metropolitan Division",680,6.8,"0.663","0.64",15.8624178420749,787.864441326109,572.135558673891
"335","CA","San Luis Obispo-Paso Robles, CA",70,25.6,"0.663","0.64",25.4901630323883,87.8431141226718,52.1568858773282
"336","WI","Racine, WI",50,16.1,"0.663","0.64",27.3438246553957,63.6719123276978,36.3280876723022
"337","CA","Stockton, CA",130,19,"0.661","0.64",22.4018300493867,159.122379064203,100.877620935797
"338","MI","Detroit-Livonia-Dearborn, MI Metropolitan Division",460,8.9,"0.651","0.63",17.2101439019712,539.166661949068,380.833338050932
"339","CA","El Centro, CA",30,12.7,"0.65","0.63",30.4188994290712,39.1256698287213,20.8743301712787
"340","PA","Lancaster, PA",140,15.4,"0.649","0.63",22.0581363801184,170.881390932166,109.118609067834
"341","NM","Albuquerque, NM",240,6.8,"0.645","0.63",19.7120644329437,287.308954639065,192.691045360935
"342","PA","York-Hanover, PA",110,11.6,"0.645","0.63",23.1963536623348,135.515989028568,84.4840109714318
"343","CA","Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",2530,5.9,"0.638","0.62",12.0593211485359,2835.10082505796,2224.89917494204
"344","CA","Santa Barbara-Santa Maria-Goleta, CA",100,30.7,"0.606","0.59",23.6622187404758,123.662218740476,76.3377812595242
"345","FL","Orlando-Kissimmee-Sanford, FL",630,1.9,"0.605","0.59",16.1171887189354,731.538288929293,528.461711070707
"346","IN","Elkhart-Goshen, IN",70,5.6,"0.599","0.58",25.4901630323883,87.8431141226718,52.1568858773282
"347","WI","Oshkosh-Neenah, WI",50,13.7,"0.594","0.58",27.3438246553957,63.6719123276978,36.3280876723022
"348","ID","Coeur d'Alene, ID",30,17.9,"0.586","0.57",30.4188994290712,39.1256698287213,20.8743301712787
"349","IN","Evansville, IN-KY",100,4.4,"0.576","0.56",23.6622187404758,123.662218740476,76.3377812595242
"350","CA","Fresno, CA",180,24.4,"0.573","0.56",20.9313885867834,217.67649945621,142.32350054379
"351","UT","Salt Lake City, UT",370,7.5,"0.567","0.55",18.0099170853193,436.636693215681,303.363306784319
"352","FL","Cape Coral-Fort Myers, FL",120,22.2,"0.562","0.55",22.7790656219517,147.334878746342,92.665121253658
"353","WI","Eau Claire, WI",40,11.7,"0.553","0.54",28.6468956915596,51.4587582766238,28.5412417233762
"354","CA","Vallejo-Fairfield, CA",70,11.2,"0.549","0.53",25.4901630323883,87.8431141226718,52.1568858773282
"355","MI","Flint, MI",70,11.4,"0.541","0.53",25.4901630323883,87.8431141226718,52.1568858773282
"356","AZ","Yuma, AZ",30,20.4,"0.54","0.52",30.4188994290712,39.1256698287213,20.8743301712787
"357","MI","Warren-Troy-Farmington Hills, MI Metropolitan Division",600,8.6,"0.538","0.52",16.2820846440299,697.692507864179,502.307492135821
"358","CA","Napa, CA",40,28.4,"0.533","0.52",28.6468956915596,51.4587582766238,28.5412417233762
"359","AZ","Phoenix-Mesa-Glendale, AZ",950,5.5,"0.531","0.52",14.7935801476861,1090.53901140302,809.460988596982
"360","TX","Odessa, TX",40,0,"0.522","0.51",28.6468956915596,51.4587582766238,28.5412417233762
"361","NM","Las Cruces, NM",40,9,"0.521","0.51",28.6468956915596,51.4587582766238,28.5412417233762
"362","MI","Grand Rapids-Wyoming, MI",210,14.2,"0.516","0.5",20.2689360369367,252.564765677567,167.435234322433
"363","CA","Santa Rosa-Petaluma, CA",90,21.1,"0.509","0.49",24.188104487933,111.76929403914,68.2307059608603
"364","CA","San Diego-Carlsbad-San Marcos, CA",650,6.6,"0.506","0.49",16.0124431396249,754.080880407562,545.919119592438
"365","NV","Las Vegas-Paradise, NV",410,1,"0.492","0.48",17.6283050325089,482.276050633286,337.723949366714
"366","CA","Chico, CA",30,28.3,"0.49","0.48",30.4188994290712,39.1256698287213,20.8743301712787
"367","WI","Appleton, WI",60,19.6,"0.488","0.47",26.3232616945993,75.7939570167596,44.2060429832404
"368","CA","Riverside-San Bernardino-Ontario, CA",550,19,"0.459","0.45",16.580354964122,641.191952302671,458.808047697329
"369","CA","Oxnard-Thousand Oaks-Ventura, CA",120,7.8,"0.415","0.4",22.7790656219517,147.334878746342,92.665121253658
"370","CA","Santa Ana-Anaheim-Irvine, CA Metropolitan Division",570,7,"0.392","0.38",16.4572598156846,663.806380949402,476.193619050598
"371","CA","Modesto, CA",60,30.1,"0.359","0.35",26.3232616945993,75.7939570167596,44.2060429832404
"372","CA","Bakersfield-Delano, CA",90,9.8,"0.304","0.3",24.188104487933,111.76929403914,68.2307059608603
"373","UT","Ogden-Clearfield, UT",30,15.5,"0.163","0.16",30.4188994290712,39.1256698287213,20.8743301712787
